monotonic_ns,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes
94751099020971,0.0,241221632,240386048
94751199229738,0.0,241221632,240386048
94751299449228,0.0,241221632,240386048
94751399626606,0.0,241221632,240386048
94751499846318,9.978071491398541,241221632,240386048
94751600081345,0.0,241221632,240386048
94751700286799,0.0,241221632,240386048
94751800514048,0.0,241221632,240386048
94751900719298,0.0,241221632,240386048
94752000914825,0.0,241221632,240386048
94752101130630,0.0,241221632,240386048
94752201316194,0.0,241221632,240386048
94752301508184,0.0,241221632,240386048
94752401738712,0.0,241221632,240386048
94752501938795,0.0,241221632,240386048
94752602124100,9.981428055944416,241221632,240386048
94752702344073,0.0,241221632,240386048
94752802539971,0.0,241221632,240386048
94752902723239,0.0,241221632,240386048
94753002943490,0.0,241221632,240386048
94753103144388,0.0,241221632,240386048
94753203359879,0.0,241221632,240386048
94753303540703,0.0,241221632,240386048
94753403734175,0.0,241221632,240386048
94753503959759,0.0,241221632,240386048
94753604171122,0.0,241238016,240386048
94753704366224,0.0,241238016,240386048
94753804588512,9.97797909977847,241238016,240386048
94753904768652,0.0,241238016,240386048
94754004943847,0.0,241238016,240386048
94754105161802,0.0,241238016,240386048
94754205351756,9.980976060451795,241238016,240386048
94754305566970,0.0,241238016,240386048
94754405774999,0.0,241238016,240386048
94754505980250,0.0,241238016,240386048
94754606225002,0.0,241238016,240386048
94754706423032,0.0,241238016,240386048
94754806620728,0.0,241238016,240386048
94754906828590,0.0,241238016,240386048
94755007028249,0.0,241254400,240386048
94755107259335,0.0,241254400,240386048
94755207481049,0.0,241254400,240386048
94755307676653,9.980433660464616,241254400,240386048
94755407906682,0.0,241254400,240386048
94755508139935,0.0,241254400,240386048
94755608334224,0.0,241254400,240386048
94755708557217,0.0,241254400,240386048
94755808740377,0.0,241254400,240386048
94755908936148,0.0,241254400,240386048
94756009130344,0.0,241254400,240386048
94756109314096,0.0,241254400,240386048
94756209527145,0.0,241254400,240386048
94756309745675,0.0,241254400,240386048
94756409959669,0.0,241254400,240386048
94756510177533,9.978294217132873,241254400,240386048
94756610388434,0.0,241254400,240386048
94756710594150,0.0,241254400,240386048
94756810823033,0.0,241254400,240386048
94756911028860,0.0,241254400,240386048
94757011218428,0.0,241254400,240386048
