phase,start_s,end_s,xyz_points,actual_first_s,actual_last_s,observed_xyz_s,axis_mean_x_g,axis_mean_y_g,axis_mean_z_g,vector_ac_rms_mg,gap_count,overrun_count,saturated_count
normal_after,175,180,1036,175.002728823,179.998256924,207.1853023492781,-0.6268760617760621,-0.7127626447876434,0.09031737451737436,33.5966860660062,0,0,0
normal_after,180,185,1036,180.001937958,184.997583874,207.18041618704666,-0.6268798262548263,-0.7122017374517355,0.08989951737451721,32.873039601251996,0,0,0
normal_after,185,190,1036,185.003181129,189.997637157,207.22977521427083,-0.6271094594594584,-0.7126534749034724,0.09084063706563676,32.095154494927485,0,0,0
normal_after,190,195,1036,190.001322913,194.997453773,207.1603064456162,-0.6272412162162159,-0.7123447876447848,0.09055077220077185,32.46488036103418,0,0,0
normal_after,195,200,1036,195.003072657,199.997475223,207.23199348123993,-0.6267480694980689,-0.7126346525096505,0.09033243243243216,32.7299395130095,0,0,0
normal_after,200,205,1036,200.003072811,204.997414765,207.2345084763493,-0.6270944015444007,-0.7130073359073344,0.09023832046332023,32.58435030206659,0,0,0
normal_after,205,210,1036,205.003005223,209.999350138,207.15143121779454,-0.6268835907335909,-0.7124652509652474,0.09014797297297286,32.733763339630904,0,0,0
normal_after,210,215,1036,210.003032895,214.998332274,207.19478883509777,-0.6268798262548255,-0.7122807915057889,0.08988445945945922,32.490548015454934,0,0,0
normal_after,215,220,1036,215.003921788,219.998453723,207.22662573184647,-0.6266125482625473,-0.712378667953665,0.09041148648648624,32.86459773834244,0,0,0
normal_after,220,225,1036,220.004086848,224.999552413,207.1878960094483,-0.6266652509652504,-0.7127400579150558,0.08975270270270239,33.230771417173145,0,0,0
normal_after,225,230,1035,225.005147593,229.994430773,207.2441997569679,-0.6269956521739126,-0.7122304347826067,0.08976782608695635,32.775579756205495,0,0,0
normal_after,230,235,1036,230.000064269,234.994905167,207.21380743367175,-0.6269099420849416,-0.7129508687258673,0.0904077220077217,32.65018307254145,0,0,0
normal_after,235,240,1036,235.000451811,239.996812559,207.15077477427977,-0.6272600386100381,-0.7123222007721987,0.0901592664092663,33.003400667519344,0,0,0
