window,window_start_ns,window_complete_ns,decision_ns,elapsed_s,score,threshold,prediction,error,processing_ms,window_to_decision_ms,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,temperature_c,cpu_frequency_khz,windows_dropped
15,6421899332635,6422512965587,6422538508736,9.298089618,0.36983848447648415,0.4833547401595273,0,,24.743147,25.543149,14.634560749396197,175226880,173932544,55.65,1700000.0,0
16,6422517444541,6423130346435,6423156291659,9.915872541,0.3783619024142363,0.4833547401595273,0,,25.365463,25.945224,12.949580563637761,175226880,173932544,55.65,1700000.0,0
17,6423134650037,6423746683559,6423774589842,10.534170724,0.37775219178722536,0.4833547401595273,0,,27.304949,27.906283,14.556126685861994,175226880,173932544,56.75,1700000.0,0
18,6423755123892,6424363967072,6424399526187,11.159107069,0.3745013847743129,0.4833547401595273,0,,34.615854,35.559115,14.401356239085091,175226880,173932544,55.65,1700000.0,0
19,6424379130550,6424981948789,6425001388573,11.760969455,0.3726702940081154,0.4833547401595273,0,,18.714097,19.439784,13.292019852586597,175226880,173932544,57.3,2400000.0,0
20,6424987820635,6425599831098,6425620842460,12.380423342,0.3790218783095689,0.4833547401595273,0,,20.574194,21.011362,12.91476273064157,175226880,173932544,55.65,2400000.0,0
21,6425605960834,6426218284945,6426238479711,12.998060593,0.37697380381160667,0.4833547401595273,0,,19.686228,20.194766,11.333533321622708,175226880,173932544,56.2,2400000.0,0
22,6426223198918,6426834424026,6426855121146,13.614702028,0.3764347694282021,0.4833547401595273,0,,19.958618,20.69712,11.351788910656817,175226880,173932544,56.2,2400000.0,0
23,6426842150265,6427453994133,6427474503307,14.234084189,0.36999375303181664,0.4833547401595273,0,,19.845414,20.509174,11.301522590045236,175226880,173932544,56.2,2400000.0,0
24,6427457996178,6428070286472,6428088832624,14.848413506,0.38164803785855766,0.4833547401595273,0,,18.000744,18.546152,13.02238487080409,175226880,173932544,56.2,2400000.0,0
25,6428076510134,6428688892778,6428707688246,15.467269128,0.3751514439421566,0.4833547401595273,0,,18.342985,18.795468,11.311208252335298,175226880,173932544,55.65,2400000.0,0
26,6428693312825,6429306210173,6429325428808,16.08500969,0.37748805370891136,0.4833547401595273,0,,18.569596,19.218635,11.33163826379092,175226880,173932544,55.65,2400000.0,0
27,6429311504703,6429923596605,6429954494691,16.714075573,0.3764072848887139,0.4833547401595273,0,,28.471747,30.898086,15.896458835050312,175226880,173932544,56.75,1800000.0,0
28,6429934106961,6430541860353,6430566953926,17.326534808,0.3703374013535131,0.4833547401595273,0,,24.315664,25.093573,13.062148756776258,175226880,173932544,56.2,1700000.0,0
29,6430545906417,6431158983134,6431184971913,17.944552795,0.3754179975978345,0.4833547401595273,0,,25.431908,25.988779,12.944660202250269,175226880,173932544,54.55,1700000.0,0
30,6431164325053,6431775256357,6431802755287,18.562336169,0.37593323226114245,0.4833547401595273,0,,26.84217,27.49893,14.568005488345557,175226880,173932544,56.75,1700000.0,0
31,6431783023300,6432394096899,6432426751730,19.186332612,0.3713802080623483,0.4833547401595273,0,,31.667218,32.654831,14.42330681763477,175226880,173932544,56.2,1700000.0,0
