window,window_start_ns,window_complete_ns,decision_ns,elapsed_s,score,threshold,prediction,error,processing_ms,window_to_decision_ms,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,temperature_c,cpu_frequency_khz,windows_dropped
120,5827167046260,5827779435534,5827780521127,74.270523334,0.18776149657694377,0.47720259914362284,0,,0.459278,1.085593,9.726497519970327,51134464,143179776,55.65,1700000.0,0
121,5827784083129,5828396856440,5828397920978,74.887923185,0.18707415075955738,0.47720259914362284,0,,0.470038,1.064538,9.71815143481304,51134464,143179776,56.75,1700000.0,0
122,5828403329389,5829018831053,5829019951906,75.509954113,0.17863164096964254,0.47720259914362284,0,,0.464778,1.120853,11.253439975645922,51134464,143179776,57.3,1700000.0,0
123,5829021400295,5829633377865,5829634657847,76.124660054,0.2008424789362467,0.47720259914362284,0,,0.484241,1.279982,9.76076136384436,51134464,143179776,56.2,1700000.0,0
124,5829638028961,5830250336864,5830251222309,76.741224516,0.18584653433337772,0.47720259914362284,0,,0.347222,0.885445,11.353305979465148,51134464,143179776,55.1,1700000.0,0
125,5830254796997,5830867971493,5830869054124,77.359056331,0.2103341954670673,0.47720259914362284,0,,0.468186,1.082631,11.329882088328883,51134464,143179776,55.1,1700000.0,0
126,5830872510552,5831485826475,5831487233179,77.977235386,0.18202207513812677,0.47720259914362284,0,,0.506111,1.406704,8.08826417278379,51134464,143179776,56.2,1700000.0,0
127,5831490850663,5832103191715,5832104501401,78.594503608,0.19395754821221742,0.47720259914362284,0,,0.511667,1.309686,11.340270932008991,51134464,143179776,55.65,1700000.0,0
128,5832107914588,5832720406085,5832721334197,79.211336404,0.17092220125791968,0.47720259914362284,0,,0.427149,0.928112,9.727152765098001,51134464,143179776,54.55,1800000.0,0
129,5832726994570,5833339326901,5833340384883,79.83038709,0.20450856282769525,0.47720259914362284,0,,0.471945,1.057982,11.307622751022647,51134464,143179776,55.65,1700000.0,0
130,5833343866366,5833957527642,5833958749772,80.448751979,0.17216931258702625,0.47720259914362284,0,,0.485519,1.22213,9.702991432248854,51134464,143179776,55.1,1600000.0,0
131,5833962234386,5834575299198,5834576574162,81.066576369,0.19400725330830623,0.47720259914362284,0,,0.47789,1.274964,11.330081407896841,51134464,143179776,54.55,1700000.0,0
132,5834579952330,5835191264290,5835191943568,81.681945775,0.17278552652543647,0.47720259914362284,0,,0.304371,0.679278,8.125235780133139,51134464,143179776,55.65,1800000.0,0
133,5835197418590,5835809444643,5835810451699,82.300453906,0.19083347003673454,0.47720259914362284,0,,0.455223,1.007056,11.317531953654498,51134464,143179776,54.55,1700000.0,0
134,5835814125312,5836427321440,5836428448515,82.918450722,0.19956280582157385,0.47720259914362284,0,,0.449871,1.127075,11.326924642444668,51134464,143179776,55.65,1700000.0,0
135,5836431819276,5837045159737,5837046383386,83.536385593,0.15772937904219683,0.47720259914362284,0,,0.455889,1.223649,9.709772190491094,51134464,143179776,56.2,1700000.0,0
136,5837049792944,5837662036886,5837663042294,84.153044501,0.17451334774282387,0.47720259914362284,0,,0.393575,1.005408,11.35141917761533,51134464,143179776,54.0,1800000.0,0
137,5837666519944,5838279142164,5838280254517,84.770256724,0.18540720772341446,0.47720259914362284,0,,0.496093,1.112353,11.341349837918147,51134464,143179776,54.55,1700000.0,0
138,5838285739872,5838898113296,5838899260186,85.389262393,0.20690790365381426,0.47720259914362284,0,,0.467204,1.14689,9.692963663629303,51134464,143179776,54.55,1600000.0,0
139,5838902793984,5839515173130,5839516432742,86.006434949,0.1996347482306001,0.47720259914362284,0,,0.507778,1.259612,12.962305717058186,51134464,143179776,56.2,2400000.0,0
140,5839519991485,5840132479095,5840134349577,86.624351784,0.175646684172951,0.47720259914362284,0,,0.544167,1.870482,14.56495117142958,51134464,143179776,56.2,2400000.0,0
141,5840137856135,5840751420578,5840752545746,87.242547953,0.19409885132812174,0.47720259914362284,0,,0.512149,1.125168,11.323349320554836,51134464,143179776,56.2,2400000.0,0
142,5840756197100,5841367788172,5841368830728,87.858832935,0.18065996688158137,0.47720259914362284,0,,0.432519,1.042556,11.358486027784153,51134464,143179776,56.75,2400000.0,0
143,5841372184601,5841986119748,5841987269953,88.47727216,0.1793689574061366,0.47720259914362284,0,,0.47376,1.150205,8.084827170889996,51134464,143179776,56.2,2400000.0,0
144,5841990647807,5842604550732,5842605661437,89.095663644,0.17598895494687264,0.47720259914362284,0,,0.436445,1.110705,9.702602616430019,51134464,143179776,55.1,2400000.0,0
145,5842609012106,5843220472511,5843221340253,89.71134246,0.19354112706773208,0.47720259914362284,0,,0.330538,0.867742,9.745403715551653,51134464,143179776,56.2,2400000.0,0
146,5843226791886,5843839309144,5843840220385,90.330222592,0.1804509927065503,0.47720259914362284,0,,0.442185,0.911241,9.694875008563994,51134464,143179776,55.1,2400000.0,0
147,5843843654221,5844456313739,5844457521499,90.947523706,0.1877435013524907,0.47720259914362284,0,,0.468908,1.20776,9.719730911196867,51134464,143179776,56.75,1700000.0,0
148,5844460942186,5845073829278,5845075161353,91.56516356,0.16930662521039844,0.47720259914362284,0,,0.465445,1.332075,11.333418654548465,51134464,143179776,55.1,1800000.0,0
149,5845078623115,5845690893558,5845691851263,92.18185347,0.17148241887716761,0.47720259914362284,0,,0.322927,0.957705,11.351025429669237,51134464,143179776,55.65,1700000.0,0
