frequency_hz_observed,frequency_hz_nominal,psd_x_g2_per_hz,psd_y_g2_per_hz,psd_z_g2_per_hz,summed_xyz_psd_g2_per_hz
13.758626820899568,13.28125,5.647305483952924e-07,4.637746595929713e-07,9.239130609196775e-07,1.9524182689079413e-06
13.96095956826574,13.4765625,5.889195839944539e-07,4.7646424592724555e-07,7.673658273151783e-07,1.8327496572368777e-06
14.163292315631908,13.671875,5.730873181012701e-07,5.418964821260017e-07,8.982923223880679e-07,2.0132761226153396e-06
14.36562506299808,13.8671875,5.251468573522223e-07,4.3108614544579357e-07,7.198326180495145e-07,1.6760656208475303e-06
14.567957810364248,14.0625,2.9525318175911077e-07,3.336189704646557e-07,9.039659708354131e-07,1.5328381230591795e-06
14.77029055773042,14.257812499999998,3.947690021683402e-07,3.078971197564693e-07,9.590568915355053e-07,1.6617230134603148e-06
14.97262330509659,14.453125,4.809497858835711e-07,4.7536022665977965e-07,9.375509234676503e-07,1.8938609360110012e-06
15.17495605246276,14.6484375,4.0636502330855e-07,4.679282197292665e-07,8.842430745568105e-07,1.758536317594627e-06
15.37728879982893,14.84375,4.6109951519799094e-07,4.555608087273511e-07,8.555990884309535e-07,1.7722594123562956e-06
15.5796215471951,15.0390625,5.243525445531209e-07,4.591041718309826e-07,7.676203529358079e-07,1.7510770693199114e-06
15.78195429456127,15.234375,5.460159072094416e-07,4.911214522531215e-07,6.782568836539769e-07,1.7153942431165402e-06
15.98428704192744,15.429687499999998,4.2958823077278067e-07,3.876016862377698e-07,7.927990263904721e-07,1.6099889434010227e-06
16.18661978929361,15.624999999999998,4.4171104252852296e-07,4.540767971145058e-07,1.062724165954995e-06,1.9585120055980237e-06
16.38895253665978,15.820312499999998,4.3347412556822836e-07,4.523593813962343e-07,9.821498976989923e-07,1.867983404663455e-06
16.59128528402595,16.015625,4.1212298839839337e-07,4.666038376994809e-07,1.2415379048505623e-06,2.1202647309484368e-06
16.79361803139212,16.2109375,3.9292786389756835e-07,4.828064801207823e-07,1.0044290688052055e-06,1.8801634128235562e-06
16.995950778758292,16.40625,4.217795464844759e-07,4.037223881580308e-07,7.207851210743444e-07,1.546287055716851e-06
17.19828352612446,16.6015625,4.482967350766474e-07,4.3910323255211993e-07,7.32500018742722e-07,1.6198999863714893e-06
17.40061627349063,16.796875,3.8707215419066475e-07,3.59677904666967e-07,7.360638129003153e-07,1.4828138717579471e-06
17.6029490208568,16.9921875,2.839966903607671e-07,5.219888587599285e-07,8.192549733034687e-07,1.6252405224241644e-06
17.805281768222972,17.1875,3.894787143195392e-07,4.57609068457908e-07,1.0742474063055729e-06,1.92133518908302e-06
18.007614515589143,17.382812500000004,3.8236560431024767e-07,4.450799165921271e-07,9.290569769489442e-07,1.756502497851319e-06
