window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,quality_valid,quality_reasons,method,threshold,score,prediction,decision,error,model_core_ns,transfer_in_ns,transfer_out_ns,score_and_other_overhead_ns,standardization_ns,scorer_call_ns,decision_monotonic_ns,dequeue_to_decision_ns,dequeue_monotonic_ns,complete_to_decision_ns,assembly_ns,queue_wait_ns,logging_monotonic_ns,trial,mode,repeat
82,47764,47892,89611623094261,89612235758707,230.676681575,231.289346021,True,[],tflite_autoencoder,0.544357966122261,0.5188565064233188,0,NORMAL,,60870,16222,6352,48889,93759,148815,104507912309574,247945,104507912061629,5731814,5433888,49981,104507912316740,offline_replay_tflite_autoencoder_01,offline_replay,1
83,47892,48020,89612241360910,89612855330242,231.294948224,231.908917556,True,[],tflite_autoencoder,0.544357966122261,0.47856553769848514,0,NORMAL,,64000,16852,7185,53408,107055,159056,104508532337320,271222,104508532066098,6188025,5809358,107445,104508532345671,offline_replay_tflite_autoencoder_01,offline_replay,1
84,48020,48148,89612859044583,89613473157964,231.912631897,232.526745278,True,[],tflite_autoencoder,0.544357966122261,0.603055777023708,1,ANOMALY,,61908,16796,6722,50666,99944,153444,104509149770679,258555,104509149512124,5793662,5438274,96833,104509149778938,offline_replay_tflite_autoencoder_01,offline_replay,1
85,48148,48276,89613476794438,89614091164332,232.530381752,233.144751646,True,[],tflite_autoencoder,0.544357966122261,0.5035645379701256,0,NORMAL,,61907,16593,6278,48926,98445,151370,104509767783075,255222,104509767527853,5799690,5445579,98889,104509767791223,offline_replay_tflite_autoencoder_01,offline_replay,1
86,48276,48404,89614094800750,89614708218813,233.148388064,233.761806127,True,[],tflite_autoencoder,0.544357966122261,0.5096324244116867,0,NORMAL,,66334,16740,7278,49407,94778,156833,104510384816287,256926,104510384559361,5778421,5471940,49555,104510384824880,offline_replay_tflite_autoencoder_01,offline_replay,1
87,48404,48532,89614713721933,89615327136386,233.767309247,234.3807237,True,[],tflite_autoencoder,0.544357966122261,0.49224723549507604,0,NORMAL,,63796,17130,6463,49074,96574,153425,104511003735923,255296,104511003480627,5780484,5427762,97426,104511003743942,offline_replay_tflite_autoencoder_01,offline_replay,1
88,48532,48660,89615330775676,89615943881040,234.38436299,234.997468354,True,[],tflite_autoencoder,0.544357966122261,0.45410750520863097,0,NORMAL,,65130,17370,7778,50777,98444,158685,104511620436876,262351,104511620174525,5736783,5426210,48222,104511620445210,offline_replay_tflite_autoencoder_01,offline_replay,1
89,48660,48788,89615949416885,89616562471797,235.003004199,235.616059111,True,[],tflite_autoencoder,0.544357966122261,0.5303658027181477,0,NORMAL,,90166,16759,9130,57204,97482,191444,104512239034920,293907,104512238741013,5744070,5401552,48611,104512239042791,offline_replay_tflite_autoencoder_01,offline_replay,1
90,48788,48916,89616568010682,89617179760811,235.621597996,236.233348125,True,[],tflite_autoencoder,0.544357966122261,0.5130825193293793,0,NORMAL,,60629,17296,6815,53630,103148,155889,104512856781891,264259,104512856517632,6202027,5850972,86796,104512856789947,offline_replay_tflite_autoencoder_01,offline_replay,1
91,48916,49044,89617185331121,89617798594804,236.238918435,236.852182118,True,[],tflite_autoencoder,0.544357966122261,0.43066644600720466,0,NORMAL,,69962,17445,8815,54185,102167,168018,104513475249713,275259,104513474974454,5835856,5494468,66129,104513475258028,offline_replay_tflite_autoencoder_01,offline_replay,1
92,49044,49172,89617804186358,89618415918655,236.857773672,237.469505969,True,[],tflite_autoencoder,0.544357966122261,0.46946298360870814,0,NORMAL,,60852,16722,6889,49815,98000,151685,104514092450740,254889,104514092195851,5713032,5406144,51999,104514092458592,offline_replay_tflite_autoencoder_01,offline_replay,1
93,49172,49300,89618421538264,89619035063546,237.475125578,238.08865086,True,[],tflite_autoencoder,0.544357966122261,0.5408226613262901,0,NORMAL,,60908,17611,6925,51797,106685,154777,104514711645728,267129,104514711378599,5763129,5391370,104630,104514711654043,offline_replay_tflite_autoencoder_01,offline_replay,1
94,49300,49428,89619038814973,89619653127551,238.092402287,238.706714865,True,[],tflite_autoencoder,0.544357966122261,0.5086159609808855,0,NORMAL,,59870,17630,6667,50463,98963,151944,104515329706440,256259,104515329450181,5759836,5410021,93556,104515329714366,offline_replay_tflite_autoencoder_01,offline_replay,1
95,49428,49556,89619656814535,89620271399281,238.710401849,239.324986595,True,[],tflite_autoencoder,0.544357966122261,0.5068914957554621,0,NORMAL,,60796,17037,6333,48407,95482,149722,104515947908836,250481,104515947658355,5690502,5348206,91815,104515947916614,offline_replay_tflite_autoencoder_01,offline_replay,1
96,49556,49684,89620275116821,89620887702751,239.328704135,239.941290065,True,[],tflite_autoencoder,0.544357966122261,0.3911875405895738,0,NORMAL,,61834,17407,6944,47963,106240,151222,104516564203457,262833,104516563940624,5681653,5367820,51000,104516564211179,offline_replay_tflite_autoencoder_01,offline_replay,1
97,49684,49812,89620893296128,89621505791046,239.946883442,240.55937836,True,[],tflite_autoencoder,0.544357966122261,0.4764244469289354,0,NORMAL,,66407,16982,7185,50667,98148,158204,104517182431391,261259,104517182170132,5821292,5501125,58908,104517182438965,offline_replay_tflite_autoencoder_01,offline_replay,1
98,49812,49940,89621511381444,89622125569329,240.564968758,241.179156643,True,[],tflite_autoencoder,0.544357966122261,0.4673158511943001,0,NORMAL,,60889,16389,6222,47926,94370,148111,104517802113138,247740,104517801865398,5724756,5388442,88574,104517802120305,offline_replay_tflite_autoencoder_01,offline_replay,1
99,49940,50068,89622129258262,89622742297024,241.182845576,241.795884338,True,[],tflite_autoencoder,0.544357966122261,0.5751925178424061,1,ANOMALY,,59055,16759,6278,47593,96185,146667,104518418797592,248130,104518418549462,5681515,5377959,55426,104518418805555,offline_replay_tflite_autoencoder_01,offline_replay,1
100,50068,50196,89622747887944,89623360425719,241.801475258,242.414013033,True,[],tflite_autoencoder,0.544357966122261,0.5181504611257868,0,NORMAL,,106852,18518,10203,61204,96703,214167,104519037048137,316222,104519036731915,5803365,5435847,51296,104519037056229,offline_replay_tflite_autoencoder_01,offline_replay,1
101,50196,50324,89623366020880,89623979264708,242.419608194,243.032852022,True,[],tflite_autoencoder,0.544357966122261,0.5209307004032825,0,NORMAL,,61074,16667,6129,48482,95944,149093,104519655797478,250111,104519655547367,5713717,5375847,87759,104519655805348,offline_replay_tflite_autoencoder_01,offline_replay,1
102,50324,50452,89623982944978,89624597418892,243.036532292,243.651006206,True,[],tflite_autoencoder,0.544357966122261,0.5801016549845492,1,ANOMALY,,60593,17074,6111,47815,96944,148222,104520274016560,250333,104520273766227,5778615,5435782,92500,104520274024653,offline_replay_tflite_autoencoder_01,offline_replay,1
103,50452,50580,89624601102200,89625214175351,243.654689514,244.267762665,True,[],tflite_autoencoder,0.544357966122261,0.49662825404732774,0,NORMAL,,60963,17333,6260,49018,99240,150537,104520890746366,255259,104520890491107,5751962,5438777,57926,104520890753773,offline_replay_tflite_autoencoder_01,offline_replay,1
104,50580,50708,89625219797146,89625832304227,244.27338446,244.885891541,True,[],tflite_autoencoder,0.544357966122261,0.4852646466149702,0,NORMAL,,62945,16777,6352,47889,97129,150296,104521508851726,252759,104521508598967,5728446,5425317,50370,104521508859152,offline_replay_tflite_autoencoder_01,offline_replay,1
105,50708,50836,89625837901878,89626451101326,244.891489192,245.50468864,True,[],tflite_autoencoder,0.544357966122261,0.5246581349993278,0,NORMAL,,78185,17611,7722,60056,106463,181685,104522128150456,293908,104522127856548,6230077,5840299,95870,104522128158585,offline_replay_tflite_autoencoder_01,offline_replay,1
106,50836,50964,89626454791823,89627069370538,245.508379137,246.122957852,True,[],tflite_autoencoder,0.544357966122261,0.47458906660306827,0,NORMAL,,64814,16500,6537,51797,101759,156500,104522746373797,263259,104522746110538,6184206,5837244,83703,104522746381705,offline_replay_tflite_autoencoder_01,offline_replay,1
107,50964,51092,89627073061257,89627686466259,246.126648571,246.740053573,True,[],tflite_autoencoder,0.544357966122261,0.4919994654226183,0,NORMAL,,67537,17685,7574,52223,102056,162018,104523363092196,269204,104523362822992,5806884,5473681,63999,104523363100659,offline_replay_tflite_autoencoder_01,offline_replay,1
108,51092,51220,89627692066119,89628304235139,246.745653433,247.357822453,True,[],tflite_autoencoder,0.544357966122261,0.5709106248557254,1,ANOMALY,,65223,17740,5963,53000,102963,159185,104523981227464,267204,104523980960260,6173272,5816180,89888,104523981235482,offline_replay_tflite_autoencoder_01,offline_replay,1
109,51220,51348,89628309891757,89628922782147,247.363479071,247.976369461,True,[],tflite_autoencoder,0.544357966122261,0.48191995769666907,0,NORMAL,,60815,17629,6926,53685,109593,157129,104524599843546,272037,104524599571509,6242346,5873272,97037,104524599851454,offline_replay_tflite_autoencoder_01,offline_replay,1
110,51348,51476,89628928372990,89629540923657,247.981960304,248.594510971,True,[],tflite_autoencoder,0.544357966122261,0.3985052682429368,0,NORMAL,,62926,17889,7111,56000,110352,161499,104525218056295,277314,104525217778981,6313585,5928864,107407,104525218064462,offline_replay_tflite_autoencoder_01,offline_replay,1
111,51476,51604,89629546514503,89630159580097,248.600101817,249.213167411,True,[],tflite_autoencoder,0.544357966122261,0.4193897039031362,0,NORMAL,,59630,17241,6351,53352,103519,154204,104525836559415,262574,104525836296841,6160265,5812969,84722,104525836567322,offline_replay_tflite_autoencoder_01,offline_replay,1
112,51604,51732,89630163268285,89630777856526,249.216855599,249.83144384,True,[],tflite_autoencoder,0.544357966122261,0.5336371512509306,0,NORMAL,,61037,17500,6778,52000,102277,154000,104526454824146,261481,104526454562665,6148567,5806141,80945,104526454832239,offline_replay_tflite_autoencoder_01,offline_replay,1
113,51732,51860,89630781543604,89631394919871,249.835130918,250.448507185,True,[],tflite_autoencoder,0.544357966122261,0.5073739593006081,0,NORMAL,,60371,17185,6703,53074,103093,154408,104527071872119,262963,104527071609156,6133195,5790843,79389,104527071879563,offline_replay_tflite_autoencoder_01,offline_replay,1
114,51860,51988,89631400520275,89632013427953,250.454107589,251.067015267,True,[],tflite_autoencoder,0.544357966122261,0.5247571095835522,0,NORMAL,,60129,17093,6889,50315,98111,152166,104527690081405,255259,104527689826146,5834399,5477640,101500,104527690089072,offline_replay_tflite_autoencoder_01,offline_replay,1
115,51988,52116,89632017122237,89632630075817,251.070709551,251.683663131,True,[],tflite_autoencoder,0.544357966122261,0.3852840647657132,0,NORMAL,,59351,17186,6574,49612,96778,150000,104528306625379,252241,104528306373138,5730509,5430657,47611,104528306633397,offline_replay_tflite_autoencoder_01,offline_replay,1
116,52116,52244,89632635678615,89633249177409,251.689265929,252.302764723,True,[],tflite_autoencoder,0.544357966122261,0.4501060740847933,0,NORMAL,,47203,13648,4963,35686,71519,114630,104528923985926,190408,104528923795518,3989464,3726205,72851,104528923991574,offline_replay_tflite_autoencoder_01,offline_replay,1
117,52244,52372,89633252863787,89633867756231,252.306451101,252.921343545,True,[],tflite_autoencoder,0.544357966122261,0.432378239332353,0,NORMAL,,48889,13574,5111,36056,71500,116444,104529542602601,192296,104529542410305,4027317,3764854,70167,104529542608101,offline_replay_tflite_autoencoder_01,offline_replay,1
118,52372,52500,89633871486685,89634484056739,252.925073999,253.537644053,True,[],tflite_autoencoder,0.544357966122261,0.3900178696437446,0,NORMAL,,46370,12611,4760,34166,70222,109963,104530158902704,184222,104530158718482,4026912,3805061,37629,104530158907964,offline_replay_tflite_autoencoder_01,offline_replay,1
119,52500,52628,89634489650450,89635102904856,253.543237764,254.15649217,True,[],tflite_autoencoder,0.544357966122261,0.4158199046573259,0,NORMAL,,46555,13000,4315,35759,66686,112019,104530777644528,182519,104530777462009,3920619,3702878,35222,104530777649509,offline_replay_tflite_autoencoder_01,offline_replay,1
120,52628,52756,89635108508363,89635720305709,254.162095677,254.773893023,True,[],tflite_autoencoder,0.544357966122261,0.39536864630361696,0,NORMAL,,45926,13240,4723,35037,67241,110741,104531395039223,181630,104531394857593,3914461,3695443,37388,104531395044853,offline_replay_tflite_autoencoder_01,offline_replay,1
121,52756,52884,89635725938089,89636338394105,254.779525403,255.391981419,True,[],tflite_autoencoder,0.544357966122261,0.43610462830508956,0,NORMAL,,45630,12852,4981,33815,66444,109093,104532013111788,179222,104532012932566,3898630,3680223,39185,104532013116899,offline_replay_tflite_autoencoder_01,offline_replay,1
122,52884,53012,89636344011781,89636957017374,255.397599095,256.010604688,True,[],tflite_autoencoder,0.544357966122261,0.5338813786796118,0,NORMAL,,48314,13575,4593,35204,68204,113907,104532631723334,185574,104532631537760,3886907,3662018,39315,104532631728964,offline_replay_tflite_autoencoder_01,offline_replay,1
123,53012,53140,89636962645293,89637575575414,256.016232607,256.629162728,True,[],tflite_autoencoder,0.544357966122261,0.4179986310929922,0,NORMAL,,47852,13333,4741,34351,67796,112333,104533250366843,183703,104533250183140,3972376,3726339,62334,104533250371825,offline_replay_tflite_autoencoder_01,offline_replay,1
124,53140,53268,89637579264356,89638194307263,256.63285167,257.247894577,True,[],tflite_autoencoder,0.544357966122261,0.4287909003120755,0,NORMAL,,62630,16648,6907,52037,97204,155037,104533871180184,257241,104533870922943,6053868,5712349,84278,104533871187832,offline_replay_tflite_autoencoder_01,offline_replay,1
125,53268,53396,89638197991631,89638810787829,257.251578945,257.864375143,True,[],tflite_autoencoder,0.544357966122261,0.41164584506046015,0,NORMAL,,67056,17574,8203,51926,103555,162593,104534487487584,271407,104534487216177,5880702,5543313,65982,104534487496084,offline_replay_tflite_autoencoder_01,offline_replay,1
126,53396,53524,89638816389216,89639429947338,257.86997653,258.483534652,True,[],tflite_autoencoder,0.544357966122261,0.4126031100555731,0,NORMAL,,61204,16777,7019,50092,95592,152167,104535106541556,253222,104535106288334,5775165,5433054,88889,104535106549741,offline_replay_tflite_autoencoder_01,offline_replay,1
127,53524,53652,89639433645651,89640047244977,258.487232965,259.100832291,True,[],tflite_autoencoder,0.544357966122261,0.46413489183120377,0,NORMAL,,62778,17000,6889,58111,116389,161944,104535724275806,283833,104535723991973,6211776,5835758,92185,104535724283992,offline_replay_tflite_autoencoder_01,offline_replay,1
128,53652,53780,89640052841274,89640665796682,259.106428588,259.719383996,True,[],tflite_autoencoder,0.544357966122261,0.43272247298871863,0,NORMAL,,59834,17185,6814,52000,103944,153314,104536342775760,262518,104536342513242,6160025,5814840,82667,104536342783946,offline_replay_tflite_autoencoder_01,offline_replay,1
129,53780,53908,89640671399926,89641283340170,259.72498724,260.336927484,True,[],tflite_autoencoder,0.544357966122261,0.4362899707823081,0,NORMAL,,61222,16797,6555,55889,111611,156537,104536960244993,272907,104536959972086,6085770,5729085,83778,104536960252437,offline_replay_tflite_autoencoder_01,offline_replay,1
130,53908,54036,89641288943099,89641901302314,260.342530413,260.954889628,True,[],tflite_autoencoder,0.544357966122261,0.4988572049810305,0,NORMAL,,65445,17277,7370,55611,95018,163333,104537577951892,263481,104537577688411,5830525,5517544,49500,104537577959855,offline_replay_tflite_autoencoder_01,offline_replay,1
131,54036,54164,89641906904135,89642520870099,260.960491449,261.574457413,True,[],tflite_autoencoder,0.544357966122261,0.4579721624677167,0,NORMAL,,64815,16963,6556,52111,102833,158426,104538197815975,266370,104538197549605,6126823,5775305,85148,104538197823530,offline_replay_tflite_autoencoder_01,offline_replay,1
