window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,quality_valid,quality_reasons,method,threshold,score,prediction,decision,error,model_core_ns,transfer_in_ns,transfer_out_ns,score_and_other_overhead_ns,standardization_ns,scorer_call_ns,decision_monotonic_ns,dequeue_to_decision_ns,dequeue_monotonic_ns,complete_to_decision_ns,assembly_ns,queue_wait_ns,logging_monotonic_ns,trial,mode,repeat
183,60692,60820,89674043427590,89674656494493,293.097014904,293.710081807,True,[],isolation_forest,0.5045395247064507,0.4617793304109126,0,NORMAL,,21486462,0,0,7925,104259,21513795,104251668101795,21623628,104251646478167,27316998,5583481,109889,104251668111851,offline_replay_isolation_forest_01,offline_replay,1
184,60820,60948,89674662048252,89675275599350,293.715635566,294.329186664,True,[],isolation_forest,0.5045395247064507,0.4418080920279673,0,NORMAL,,21408591,0,0,7056,101852,21434999,104252287071267,21542869,104252265528398,27181613,5542003,96741,104252287080545,offline_replay_isolation_forest_01,offline_replay,1
185,60948,61076,89675281135054,89675893599821,294.334722368,294.947187135,True,[],isolation_forest,0.5045395247064507,0.46522764432015695,0,NORMAL,,21689036,0,0,7352,99722,21715110,104252905267944,21820369,104252883447575,27377819,5500654,56796,104252905277166,offline_replay_isolation_forest_01,offline_replay,1
186,61076,61204,89675899135267,89676510762838,294.952722581,295.564350152,True,[],isolation_forest,0.5045395247064507,0.46720156605746643,0,NORMAL,,21510943,0,0,7593,110814,21537073,104253522720751,21653406,104253501067345,27667609,5925073,89130,104253522731066,offline_replay_isolation_forest_01,offline_replay,1
187,61204,61332,89676516299730,89677129217738,295.569887044,296.182805052,True,[],isolation_forest,0.5045395247064507,0.45256708618930486,0,NORMAL,,21658166,0,0,7573,101185,21684758,104254140956113,21791665,104254119164448,27448071,5561869,94537,104254140966113,offline_replay_isolation_forest_01,offline_replay,1
188,61332,61460,89677134753186,89677748284003,296.1883405,296.801871317,True,[],isolation_forest,0.5045395247064507,0.4489284896926145,0,NORMAL,,21479832,0,0,7815,103926,21506962,104254759854234,21616499,104254738237735,27279927,5559261,104167,104254759864123,offline_replay_isolation_forest_01,offline_replay,1
189,61460,61588,89677751956390,89678365705199,296.805543704,297.419292513,True,[],isolation_forest,0.5045395247064507,0.4646031813867138,0,NORMAL,,20784870,0,0,7537,100722,20811166,104255376453301,20917092,104255355536209,26457798,5479854,60852,104255376463153,offline_replay_isolation_forest_01,offline_replay,1
190,61588,61716,89678371309335,89678984379455,297.424896649,298.037966769,True,[],isolation_forest,0.5045395247064507,0.4506558707152701,0,NORMAL,,20531408,0,0,7481,106074,20557703,104255994946311,20669111,104255974277200,26276552,5503349,104092,104255994955571,offline_replay_isolation_forest_01,offline_replay,1
191,61716,61844,89678988066232,89679601218981,298.041653546,298.654806295,True,[],isolation_forest,0.5045395247064507,0.45222658505753527,0,NORMAL,,21660239,0,0,7353,98519,21686647,104256612857711,21790721,104256591066990,27348426,5501279,56426,104256612867118,offline_replay_isolation_forest_01,offline_replay,1
192,61844,61972,89679606824806,89680219942553,298.66041212,299.273529867,True,[],isolation_forest,0.5045395247064507,0.4562526756893236,0,NORMAL,,21468851,0,0,7074,99389,21495629,104257231438907,21600444,104257209838463,27206050,5550551,55055,104257231448536,offline_replay_isolation_forest_01,offline_replay,1
193,61972,62100,89680225568656,89680838247148,299.27915597,299.891834462,True,[],isolation_forest,0.5045395247064507,0.4646133979685917,0,NORMAL,,21521147,0,0,7722,102685,21548018,104257849814436,21656351,104257828158085,27276984,5560096,60537,104257849824751,offline_replay_isolation_forest_01,offline_replay,1
0,37268,37396,89560949863341,89561563085350,180.003450655,180.616672664,True,[],tflite_autoencoder,0.544357966122261,0.6528855801873578,1,ANOMALY,,48389,13629,5074,41463,81926,122926,104457239065302,209852,104457238855450,5160899,4902566,48481,104457239071172,offline_replay_tflite_autoencoder_01,offline_replay,1
1,37396,37524,89561568681924,89562181915738,180.622269238,181.235503052,True,[],tflite_autoencoder,0.544357966122261,0.5326124414459533,0,NORMAL,,48074,13741,4667,39203,75019,120055,104457857173655,199870,104457856973785,4438864,4165161,73833,104457857180748,offline_replay_tflite_autoencoder_01,offline_replay,1
2,37524,37652,89562185604827,89562799070557,181.239192141,181.852657871,True,[],tflite_autoencoder,0.544357966122261,0.5534600333437538,1,ANOMALY,,61129,17593,6649,53851,104704,170259,104458476016027,280130,104458475735897,6126417,5759084,87203,104458476025286,offline_replay_tflite_autoencoder_01,offline_replay,1
3,37652,37780,89562804692745,89563416667363,181.858280059,182.470254677,True,[],tflite_autoencoder,0.544357966122261,0.5931325712304026,1,ANOMALY,,61574,17555,6759,56463,108852,161055,104459093665473,275055,104459093390418,6179057,5814521,89481,104459093673029,offline_replay_tflite_autoencoder_01,offline_replay,1
4,37780,37908,89563422268256,89564034233299,182.47585557,183.087820613,True,[],tflite_autoencoder,0.544357966122261,0.5359598665896205,0,NORMAL,,62278,17426,7092,55908,110334,160722,104459711300735,276556,104459711024179,6248383,5876679,95148,104459711309068,offline_replay_tflite_autoencoder_01,offline_replay,1
5,37908,38036,89564039824641,89564652692898,183.093411955,183.706280212,True,[],tflite_autoencoder,0.544357966122261,0.6488444090934475,1,ANOMALY,,61444,16518,6482,52481,100574,154019,104460329696755,259574,104460329437181,6184804,5841008,84222,104460329704810,offline_replay_tflite_autoencoder_01,offline_replay,1
6,38036,38164,89564658320003,89565271111823,183.711907317,184.324699137,True,[],tflite_autoencoder,0.544357966122261,0.5622920149300974,1,ANOMALY,,76036,18112,9686,62240,105000,183907,104460948096719,294092,104460947802627,6165843,5777399,94352,104460948104627,offline_replay_tflite_autoencoder_01,offline_replay,1
7,38164,38292,89565274799920,89565888238534,184.328387234,184.941825848,True,[],tflite_autoencoder,0.544357966122261,0.9788665996841504,1,ANOMALY,,61019,16833,6833,51981,100333,154203,104461565170537,259740,104461564910797,6112950,5768580,84630,104461565178093,offline_replay_tflite_autoencoder_01,offline_replay,1
8,38292,38420,89565893852477,89566505663396,184.947439791,185.55925071,True,[],tflite_autoencoder,0.544357966122261,0.6185935369413093,1,ANOMALY,,67092,17278,7963,52704,102519,162315,104462182342985,270334,104462182072651,5860536,5530165,60037,104462182351188,offline_replay_tflite_autoencoder_01,offline_replay,1
9,38420,38548,89566511296213,89567124292193,185.564883527,186.177879507,True,[],tflite_autoencoder,0.544357966122261,0.6504586512640097,1,ANOMALY,,65666,17445,7149,52648,99333,160426,104462800900153,264926,104462800635227,5788907,5474000,49981,104462800908394,offline_replay_tflite_autoencoder_01,offline_replay,1
10,38548,38676,89567129886437,89567742869421,186.183473751,186.796456735,True,[],tflite_autoencoder,0.544357966122261,0.5626151938064995,1,ANOMALY,,61759,17130,6574,50056,98759,152130,104463419452044,256241,104463419195803,5763570,5420088,87241,104463419460358,offline_replay_tflite_autoencoder_01,offline_replay,1
11,38676,38804,89567746557452,89568361349566,186.800144766,187.41493688,True,[],tflite_autoencoder,0.544357966122261,0.6020486868531226,1,ANOMALY,,60204,16519,6166,49389,98611,149870,104464037964860,253722,104464037711138,5796241,5446593,95926,104464037973045,offline_replay_tflite_autoencoder_01,offline_replay,1
12,38804,38932,89568365039616,89568978084483,187.41862693,188.031671797,True,[],tflite_autoencoder,0.544357966122261,0.5429531520178698,0,NORMAL,,115093,17129,9407,58111,100186,217444,104464654685308,323148,104464654362160,5781772,5390513,68111,104464654693568,offline_replay_tflite_autoencoder_01,offline_replay,1
13,38932,39060,89568983657236,89569596576653,188.03724455,188.650163967,True,[],tflite_autoencoder,0.544357966122261,0.6471184209261267,1,ANOMALY,,61685,17445,6222,49722,98259,152036,104465273192421,255592,104465272936829,5796715,5444642,96481,104465273200847,offline_replay_tflite_autoencoder_01,offline_replay,1
14,39060,39188,89569600267819,89570214920126,188.653855133,189.26850744,True,[],tflite_autoencoder,0.544357966122261,0.6008287518044249,1,ANOMALY,,60240,16815,7260,49537,97055,150925,104465891465053,253129,104465891211924,5725874,5383486,89259,104465891473442,offline_replay_tflite_autoencoder_01,offline_replay,1
15,39188,39316,89570218602071,89570831259132,189.272189385,189.884846446,True,[],tflite_autoencoder,0.544357966122261,0.5857715703223879,1,ANOMALY,,60777,16834,7056,48333,95889,150000,104466507767428,251259,104466507516169,5689243,5387465,50519,104466507774891,offline_replay_tflite_autoencoder_01,offline_replay,1
16,39316,39444,89570836863578,89571449749821,189.890450892,190.503337135,True,[],tflite_autoencoder,0.544357966122261,0.47534721629395893,0,NORMAL,,61241,17000,6537,47296,96407,149259,104467126290560,250685,104467126039875,5721686,5423279,47722,104467126297763,offline_replay_tflite_autoencoder_01,offline_replay,1
17,39444,39572,89571455350660,89572067804336,190.508937974,191.12139165,True,[],tflite_autoencoder,0.544357966122261,0.5648244672872096,1,ANOMALY,,62018,16852,6574,49333,93185,151629,104467744335766,249759,104467744086007,5712377,5412359,50259,104467744343137,offline_replay_tflite_autoencoder_01,offline_replay,1
18,39572,39700,89572073406249,89572685926837,191.126993563,191.739514151,True,[],tflite_autoencoder,0.544357966122261,0.5310972841299654,0,NORMAL,,60685,17278,6630,50129,98889,152130,104468362510899,255982,104468362254917,5765009,5460027,49000,104468362518880,offline_replay_tflite_autoencoder_01,offline_replay,1
19,39700,39828,89572691634305,89573304132577,191.745221619,192.357719891,True,[],tflite_autoencoder,0.544357966122261,0.5403072821655949,0,NORMAL,,62074,17444,6963,52778,106000,156592,104468981109419,267833,104468980841586,6157789,5793642,96314,104468981117494,offline_replay_tflite_autoencoder_01,offline_replay,1
20,39828,39956,89573307821492,89573921065376,192.361408806,192.97465269,True,[],tflite_autoencoder,0.544357966122261,0.5186699054179874,0,NORMAL,,60556,15944,7240,50500,100611,151426,104469598030090,257407,104469597772683,6145661,5797939,90315,104469598037757,offline_replay_tflite_autoencoder_01,offline_replay,1
21,39956,40084,89573926664335,89574539646563,192.980251649,193.593233877,True,[],tflite_autoencoder,0.544357966122261,0.5221743762277296,0,NORMAL,,61612,17370,6462,54926,108796,158093,104470216590278,272500,104470216317778,6124662,5750995,101167,104470216597982,offline_replay_tflite_autoencoder_01,offline_replay,1
22,40084,40212,89574545237915,89575158133745,193.598825229,194.211721059,True,[],tflite_autoencoder,0.544357966122261,0.5012589268197303,0,NORMAL,,61148,17204,6907,51982,103833,154500,104470835010207,263463,104470834746744,6057409,5710224,83722,104470835017744,offline_replay_tflite_autoencoder_01,offline_replay,1
23,40212,40340,89575161821648,89575775074126,194.215408962,194.82866144,True,[],tflite_autoencoder,0.544357966122261,0.6276330592552212,1,ANOMALY,,59814,16297,6723,51166,101667,164185,104471452022970,271130,104471451751840,6129791,5769513,89148,104471452031544,offline_replay_tflite_autoencoder_01,offline_replay,1
24,40340,40468,89575780666778,89576393227801,194.834254092,195.446815115,True,[],tflite_autoencoder,0.544357966122261,0.5297679537874084,0,NORMAL,,60834,16203,6351,50611,103648,150778,104472070113121,259555,104472069853566,6066267,5721730,84982,104472070121214,offline_replay_tflite_autoencoder_01,offline_replay,1
25,40468,40596,89576398860766,89577012193089,195.45244808,196.065780403,True,[],tflite_autoencoder,0.544357966122261,0.5603663945263598,1,ANOMALY,,62111,16815,6833,50648,100648,152703,104472689099864,258370,104472688841494,6087722,5739778,89574,104472689107624,offline_replay_tflite_autoencoder_01,offline_replay,1
26,40596,40724,89577015880589,89577629644115,196.069467903,196.683231429,True,[],tflite_autoencoder,0.544357966122261,0.5161921115631726,0,NORMAL,,61315,16148,6074,50629,99074,151148,104473306539646,255333,104473306284313,6076478,5730849,90296,104473306546831,offline_replay_tflite_autoencoder_01,offline_replay,1
27,40724,40852,89577633330007,89578247621524,196.686917321,197.301208838,True,[],tflite_autoencoder,0.544357966122261,0.5244726803137238,0,NORMAL,,59796,15630,6315,50555,99592,148186,104473924481150,252852,104473924228298,6040573,5699036,88685,104473924488631,offline_replay_tflite_autoencoder_01,offline_replay,1
28,40852,40980,89578251255769,89578864983357,197.304843083,197.918570671,True,[],tflite_autoencoder,0.544357966122261,0.5804396795830584,1,ANOMALY,,61741,17203,6945,53722,105167,157240,104474542007579,267666,104474541739913,6205169,5838577,98926,104474542015857,offline_replay_tflite_autoencoder_01,offline_replay,1
29,40980,41108,89578870535410,89579483637126,197.924122724,198.53722444,True,[],tflite_autoencoder,0.544357966122261,0.46699684544163816,0,NORMAL,,60962,17537,6797,52611,100019,154815,104475160528805,259593,104475160269212,6072626,5727793,85240,104475160536564,offline_replay_tflite_autoencoder_01,offline_replay,1
30,41108,41236,89579487286228,89580100305199,198.540873542,199.153892513,True,[],tflite_autoencoder,0.544357966122261,0.51146084028155,0,NORMAL,,61907,17352,6445,51537,99277,154555,104475777132661,259147,104475776873514,6008409,5669076,80186,104475777140328,offline_replay_tflite_autoencoder_01,offline_replay,1
31,41236,41364,89580105971642,89580718430429,199.159558956,199.772017743,True,[],tflite_autoencoder,0.544357966122261,0.4974238694091729,0,NORMAL,,62741,17296,6907,51149,100407,155611,104476395293369,261074,104476395032295,6043887,5688443,94370,104476395301332,offline_replay_tflite_autoencoder_01,offline_replay,1
32,41364,41492,89580723964714,89581337543145,199.777552028,200.391130459,True,[],tflite_autoencoder,0.544357966122261,0.5270199276449423,0,NORMAL,,64759,17778,6630,54463,102333,161574,104477014503742,268889,104477014234853,6141544,5775044,97611,104477014511816,offline_replay_tflite_autoencoder_01,offline_replay,1
33,41492,41620,89581341182157,89581955305474,200.394769471,201.008892788,True,[],tflite_autoencoder,0.544357966122261,0.4903740749557692,0,NORMAL,,74833,17445,8537,57333,102704,175296,104477632135339,283389,104477631851950,6010812,5632793,94630,104477632143283,offline_replay_tflite_autoencoder_01,offline_replay,1
34,41620,41748,89581958951099,89582572741473,201.012538413,201.626328787,True,[],tflite_autoencoder,0.544357966122261,0.5080955589559532,0,NORMAL,,48500,13555,5000,39537,77833,119129,104478247886585,201203,104478247685382,4326059,4083856,41000,104478247892067,offline_replay_tflite_autoencoder_01,offline_replay,1
35,41748,41876,89582578292394,89583191722129,201.631879708,202.245309443,True,[],tflite_autoencoder,0.544357966122261,0.45609469033775324,0,NORMAL,,60389,13741,7166,44574,76444,139111,104478866911014,219499,104478866691515,4369832,4073388,76945,104478866916681,offline_replay_tflite_autoencoder_01,offline_replay,1
36,41876,42004,89583195450106,89583808072554,202.24903742,202.861659868,True,[],tflite_autoencoder,0.544357966122261,0.535743682228412,0,NORMAL,,49352,13611,5315,39203,75444,119982,104479483098872,198944,104479482899928,4207265,3970043,38278,104479483104538,offline_replay_tflite_autoencoder_01,offline_replay,1
37,42004,42132,89583813661347,89584426151413,202.867248661,203.479738727,True,[],tflite_autoencoder,0.544357966122261,0.6295489951827496,1,ANOMALY,,46667,14870,4685,39407,72574,118556,104480101240765,195037,104480101045728,4270299,4039095,36167,104480101246431,offline_replay_tflite_autoencoder_01,offline_replay,1
38,42132,42260,89584431750892,89585044875818,203.485338206,204.098463132,True,[],tflite_autoencoder,0.544357966122261,0.5035934217955331,0,NORMAL,,46796,13296,4852,38296,72889,115408,104480719930602,192204,104480719738398,4235731,3982583,60944,104480719936028,offline_replay_tflite_autoencoder_01,offline_replay,1
39,42260,42388,89585048575024,89585663228262,204.102162338,204.716815576,True,[],tflite_autoencoder,0.544357966122261,0.568925236385062,1,ANOMALY,,46537,13796,5148,39519,76278,117759,104481338387068,198185,104481338188883,4339753,4075476,66092,104481338392531,offline_replay_tflite_autoencoder_01,offline_replay,1
40,42388,42516,89585666921433,89586280354454,204.720508747,205.333941768,True,[],tflite_autoencoder,0.544357966122261,0.5666787440990682,1,ANOMALY,,48833,14000,5444,37760,73685,118333,104481955453333,196074,104481955257259,4279826,4046363,37389,104481955458981,offline_replay_tflite_autoencoder_01,offline_replay,1
41,42516,42644,89586285961310,89586899075951,205.339548624,205.952663265,True,[],tflite_autoencoder,0.544357966122261,0.5207583496898186,0,NORMAL,,66833,13537,6815,44129,76667,143370,104482574252966,224111,104482574028855,4357962,4064388,69463,104482574258392,offline_replay_tflite_autoencoder_01,offline_replay,1
42,42644,42772,89586902763273,89587515779475,205.956350587,206.569366789,True,[],tflite_autoencoder,0.544357966122261,0.5441539645395235,0,NORMAL,,62334,17111,6740,53871,102537,157074,104483192749785,264315,104483192485470,6151257,5803961,82981,104483192757618,offline_replay_tflite_autoencoder_01,offline_replay,1
43,42772,42900,89587521395301,89588134597854,206.574982615,207.188185168,True,[],tflite_autoencoder,0.544357966122261,0.49381761353698056,0,NORMAL,,60852,17074,6685,52741,100537,154611,104483811486641,260333,104483811226308,6069734,5714808,94593,104483811494419,offline_replay_tflite_autoencoder_01,offline_replay,1
44,42900,43028,89588140197180,89588752999349,207.193784494,207.806586663,True,[],tflite_autoencoder,0.544357966122261,0.5268299767718432,0,NORMAL,,63593,17185,6574,53925,105444,158667,104484430051460,269222,104484429782238,6233058,5872095,91741,104484430059330,offline_replay_tflite_autoencoder_01,offline_replay,1
45,43028,43156,89588756699620,89589369727092,207.810286934,208.423314406,True,[],tflite_autoencoder,0.544357966122261,0.6271624241841032,1,ANOMALY,,60389,16982,7166,52130,103703,153778,104485046672540,262648,104485046409892,6126395,5771914,91833,104485046680169,offline_replay_tflite_autoencoder_01,offline_replay,1
46,43156,43284,89589375314386,89589989443325,208.4289017,209.043030639,True,[],tflite_autoencoder,0.544357966122261,0.5294866516748064,0,NORMAL,,62185,16426,6945,50962,100612,153462,104485666318024,259222,104485666058802,6055646,5708462,87962,104485666326006,offline_replay_tflite_autoencoder_01,offline_replay,1
47,43284,43412,89589993129673,89590605727262,209.046716987,209.659314576,True,[],tflite_autoencoder,0.544357966122261,0.532286664514409,0,NORMAL,,73204,16889,8389,58759,103093,173981,104486282665901,282037,104486282383864,6119586,5747901,89648,104486282673605,offline_replay_tflite_autoencoder_01,offline_replay,1
48,43412,43540,89590611317119,89591224954731,209.664904433,210.278542045,True,[],tflite_autoencoder,0.544357966122261,0.5640636915408156,1,ANOMALY,,60482,17203,6481,50963,101185,152333,104486901902479,258611,104486901643868,6128695,5784362,85722,104486901909923,offline_replay_tflite_autoencoder_01,offline_replay,1
49,43540,43668,89591228638673,89591843281214,210.282225987,210.896868528,True,[],tflite_autoencoder,0.544357966122261,0.6324163719501051,1,ANOMALY,,63222,17426,6815,50425,100518,155278,104487519986336,261259,104487519725077,5886069,5523976,100834,104487519994336,offline_replay_tflite_autoencoder_01,offline_replay,1
50,43668,43796,89591846967751,89592459732984,210.900555065,211.513320298,True,[],tflite_autoencoder,0.544357966122261,0.6392359202129855,1,ANOMALY,,96037,17148,9444,58315,95592,198389,104488136360083,298944,104488136061139,5808046,5439842,69260,104488136368046,offline_replay_tflite_autoencoder_01,offline_replay,1
51,43796,43924,89592465336014,89593078695998,211.518923328,212.132283312,True,[],tflite_autoencoder,0.544357966122261,0.5653150274580505,1,ANOMALY,,61241,16722,6722,49500,98148,150555,104488755586309,253666,104488755332643,6071258,5733462,84130,104488755593142,offline_replay_tflite_autoencoder_01,offline_replay,1
52,43924,44052,89593082382779,89593695517553,212.135970093,212.749104867,True,[],tflite_autoencoder,0.544357966122261,0.5530999038339283,1,ANOMALY,,60944,16944,6908,50555,99611,151982,104489372498556,256685,104489372241871,6161950,5815172,90093,104489372505797,offline_replay_tflite_autoencoder_01,offline_replay,1
53,44052,44180,89593701126826,89594313740914,212.75471414,213.367328228,True,[],tflite_autoencoder,0.544357966122261,0.4675889024043752,0,NORMAL,,63000,17204,6815,49018,97723,152518,104489990627283,255426,104489990371857,6067316,5726279,85611,104489990634079,offline_replay_tflite_autoencoder_01,offline_replay,1
54,44180,44308,89594319333189,89594932051407,213.372920503,213.985638721,True,[],tflite_autoencoder,0.544357966122261,0.6131580706758181,1,ANOMALY,,61870,17000,6241,47740,92019,148926,104490608624029,245963,104490608378066,5753569,5455643,51963,104490608631418,offline_replay_tflite_autoencoder_01,offline_replay,1
55,44308,44436,89594937674480,89595550776794,213.991261794,214.604364108,True,[],tflite_autoencoder,0.544357966122261,0.563876568024415,1,ANOMALY,,62240,16612,6445,49852,100815,151148,104491227734182,257074,104491227477108,6138335,5797076,84185,104491227741256,offline_replay_tflite_autoencoder_01,offline_replay,1
56,44436,44564,89595554465878,89596168137344,214.608053192,215.221724658,True,[],tflite_autoencoder,0.544357966122261,0.5615943540158739,1,ANOMALY,,62407,16259,6074,49352,96555,150481,104491844964558,252092,104491844712466,6008161,5665069,91000,104491844971391,offline_replay_tflite_autoencoder_01,offline_replay,1
57,44564,44692,89596173737014,89596785982736,215.227324328,215.83957005,True,[],tflite_autoencoder,0.544357966122261,0.48836665676043695,0,NORMAL,,62889,17166,6278,48889,97333,151573,104492462920952,253888,104492462667064,6119163,5780238,85037,104492462927656,offline_replay_tflite_autoencoder_01,offline_replay,1
58,44692,44820,89596791593983,89597404021535,215.845181297,216.457608849,True,[],tflite_autoencoder,0.544357966122261,0.6367430964121658,1,ANOMALY,,61074,16555,6167,47056,98111,147315,104493080930088,250389,104493080679699,6089500,5755796,83315,104493080936791,offline_replay_tflite_autoencoder_01,offline_replay,1
59,44820,44948,89597409612023,89598021413139,216.463199337,217.075000453,True,[],tflite_autoencoder,0.544357966122261,0.5905900607458042,1,ANOMALY,,59648,15815,5944,48296,95944,145611,104493698280872,246685,104493698034187,6048680,5719587,82408,104493698287409,offline_replay_tflite_autoencoder_01,offline_replay,1
60,44948,45076,89598027001704,89598639894268,217.080589018,217.693481582,True,[],tflite_autoencoder,0.544357966122261,0.5391137793889035,0,NORMAL,,60649,17222,6185,47648,97741,147629,104494316808136,250333,104494316557803,6094815,5762760,81722,104494316814636,offline_replay_tflite_autoencoder_01,offline_replay,1
61,45076,45204,89598645495448,89599259226949,217.699082762,218.312814263,True,[],tflite_autoencoder,0.544357966122261,0.5379886955005505,0,NORMAL,,64352,18148,6778,57778,130297,164814,104494936201029,300870,104494935900159,6155027,5754880,99277,104494936209437,offline_replay_tflite_autoencoder_01,offline_replay,1
62,45204,45332,89599262913539,89599876913068,218.316500853,218.930500382,True,[],tflite_autoencoder,0.544357966122261,0.535289997642027,0,NORMAL,,60481,16852,6111,53926,103482,154851,104495553890776,264222,104495553626554,6158655,5806211,88222,104495553898795,offline_replay_tflite_autoencoder_01,offline_replay,1
63,45332,45460,89599880600660,89600493624660,218.934187974,219.547211974,True,[],tflite_autoencoder,0.544357966122261,0.6123415218299645,1,ANOMALY,,60851,17556,6797,51574,102518,154074,104496170585468,262055,104496170323413,6141755,5791793,87907,104496170593376,offline_replay_tflite_autoencoder_01,offline_replay,1
64,45460,45588,89600499256087,89601111801356,219.552843401,220.16538867,True,[],tflite_autoencoder,0.544357966122261,0.5589081130229042,1,ANOMALY,,61981,16945,6426,51908,99852,154074,104496788698678,259315,104496788439363,6078269,5729325,89629,104496788706067,offline_replay_tflite_autoencoder_01,offline_replay,1
65,45588,45716,89601117401432,89601730036476,220.170988746,220.78362379,True,[],tflite_autoencoder,0.544357966122261,0.4882724283072358,0,NORMAL,,68556,16852,7814,51630,97407,161999,104497406679702,264629,104497406415073,5824173,5508026,51518,104497406688017,offline_replay_tflite_autoencoder_01,offline_replay,1
66,45716,45844,89601735641314,89602348739801,220.789228628,221.402327115,True,[],tflite_autoencoder,0.544357966122261,0.4902461585602624,0,NORMAL,,61481,16834,6593,48703,96037,151148,104498025337745,252389,104498025085356,5778891,5433243,93259,104498025345449,offline_replay_tflite_autoencoder_01,offline_replay,1
67,45844,45972,89602352419454,89602966263524,221.406006768,222.019850838,True,[],tflite_autoencoder,0.544357966122261,0.4798190911918618,0,NORMAL,,59963,16908,6759,50055,95889,150388,104498642793529,251370,104498642542159,5710952,5409138,50444,104498642801992,offline_replay_tflite_autoencoder_01,offline_replay,1
68,45972,46100,89602971878773,89603584783680,222.025466087,222.638370994,True,[],tflite_autoencoder,0.544357966122261,0.5386437034496956,0,NORMAL,,65574,17185,7278,49296,101833,157166,104499261411979,264740,104499261147239,5809246,5431876,112630,104499261419757,offline_replay_tflite_autoencoder_01,offline_replay,1
69,46100,46228,89603588473484,89604203260558,222.642060798,223.256847872,True,[],tflite_autoencoder,0.544357966122261,0.4613131950381651,0,NORMAL,,60870,17018,6815,50963,96334,152723,104499879823782,254297,104499879569485,5744171,5394134,95740,104499879831356,offline_replay_tflite_autoencoder_01,offline_replay,1
70,46228,46356,89604206941862,89604819648055,223.260529176,223.873235369,True,[],tflite_autoencoder,0.544357966122261,0.5117888319080824,0,NORMAL,,61944,17019,6833,49908,107463,152777,104500496182474,265555,104500495916919,5715366,5398422,51389,104500496190623,offline_replay_tflite_autoencoder_01,offline_replay,1
71,46356,46484,89604825252959,89605438494577,223.878840273,224.492081891,True,[],tflite_autoencoder,0.544357966122261,0.5761273176840469,1,ANOMALY,,61759,16907,6500,54908,106556,157593,104501115551980,269445,104501115282535,6238350,5877257,91648,104501115559906,offline_replay_tflite_autoencoder_01,offline_replay,1
72,46484,46612,89605444096961,89606057172557,224.497684275,225.110759871,True,[],tflite_autoencoder,0.544357966122261,0.5582451027705364,1,ANOMALY,,61741,16741,6537,51370,101204,153056,104501734077560,259130,104501733818430,6085950,5740320,86500,104501734085041,offline_replay_tflite_autoencoder_01,offline_replay,1
73,46612,46740,89606060848588,89606675342864,225.114435902,225.728930178,True,[],tflite_autoencoder,0.544357966122261,0.5510041258357644,1,ANOMALY,,63445,16777,6667,52870,102500,156537,104502352337399,264037,104502352073362,6175482,5809390,102055,104502352344973,offline_replay_tflite_autoencoder_01,offline_replay,1
74,46740,46868,89606679029823,89607291974231,225.732617137,226.345561545,True,[],tflite_autoencoder,0.544357966122261,0.5528542074644262,1,ANOMALY,,62667,16204,6629,48222,92815,149944,104502968551444,247851,104502968303593,5758160,5458587,51722,104502968558593,offline_replay_tflite_autoencoder_01,offline_replay,1
75,46868,46996,89607297629028,89607910241514,226.351216342,226.963828828,True,[],tflite_autoencoder,0.544357966122261,0.5133928756937619,0,NORMAL,,63018,16704,6963,51445,99093,154778,104503587181747,259056,104503586922691,6121180,5770476,91648,104503587189099,offline_replay_tflite_autoencoder_01,offline_replay,1
76,46996,47124,89607915844390,89608527930863,226.969431704,227.581518177,True,[],tflite_autoencoder,0.544357966122261,0.4821606032665897,0,NORMAL,,63259,17982,6889,54592,108296,160518,104504205023568,274425,104504204749143,6273652,5902449,96778,104504205032031,offline_replay_tflite_autoencoder_01,offline_replay,1
77,47124,47252,89608533697425,89609145915691,227.587284739,228.199503005,True,[],tflite_autoencoder,0.544357966122261,0.500289775688947,0,NORMAL,,109703,17537,9352,58741,99166,213407,104504822563742,317777,104504822245965,5828998,5453480,57741,104504822572594,offline_replay_tflite_autoencoder_01,offline_replay,1
78,47252,47380,89609151535755,89609764289483,228.205123069,228.817876797,True,[],tflite_autoencoder,0.544357966122261,0.5378360754620353,0,NORMAL,,59315,16500,6814,48297,97092,148334,104505440852953,250611,104505440602342,5744417,5444565,49241,104505440861397,offline_replay_tflite_autoencoder_01,offline_replay,1
79,47380,47508,89609769899050,89610383144490,228.823486364,229.436731804,True,[],tflite_autoencoder,0.544357966122261,0.5394810263723478,0,NORMAL,,58852,16833,6555,49760,97389,148944,104506059775403,251481,104506059523922,5811860,5462175,98204,104506059783570,offline_replay_tflite_autoencoder_01,offline_replay,1
80,47508,47636,89610386904750,89611001256716,229.440492064,230.05484403,True,[],tflite_autoencoder,0.544357966122261,0.5843843234607053,1,ANOMALY,,60592,16593,6352,48926,97129,149166,104506677827817,251314,104506677576503,5752048,5414012,86722,104506677835521,offline_replay_tflite_autoencoder_01,offline_replay,1
81,47636,47764,89611004947942,89611619413273,230.058535256,230.673000587,True,[],tflite_autoencoder,0.544357966122261,0.5762762191331282,1,ANOMALY,,61500,16833,6630,48222,96056,164499,104507296020509,265796,104507295754713,5788183,5426536,95851,104507296029583,offline_replay_tflite_autoencoder_01,offline_replay,1
